gender,age,family_history_with_overweight,frequent_high_calorie_food,vegetable_consumption_freq,main_meals_per_day,water_intake,calorie_monitoring,physical_activity_freq,screen_time,bmi,eating_between_meals_Always,eating_between_meals_Frequently,eating_between_meals_Sometimes,eating_between_meals_no,alcohol_consumption_Frequently,alcohol_consumption_Sometimes,alcohol_consumption_no,transportation_type_Public_Transportation,transportation_type_Self_Propelled,transportation_type_Vehicle
1,18,1,1,2,3,2,0,0,1,17,0,0,1,0,0,1,0,1,0,0
1,18,1,1,1,3,1,0,0,1,17,0,0,1,0,0,1,0,1,0,0
0,19,0,0,2,3,1,1,1,0,18,0,1,0,0,0,1,0,1,0,0
0,19,0,0,3,3,1,1,1,0,17,0,1,0,0,0,1,0,1,0,0
0,19,0,0,3,3,2,1,1,0,17,0,1,0,0,0,1,0,1,0,0
0,19,0,1,3,1,1,0,0,0,17,0,1,0,0,0,1,0,1,0,0
0,19,0,1,2,1,1,0,1,0,17,0,1,0,0,0,1,0,1,0,0
0,19,0,1,3,1,1,0,0,0,18,0,1,0,0,0,1,0,1,0,0
1,18,1,1,1,3,1,0,0,1,17,0,0,1,0,0,1,0,1,0,0
1,18,1,1,2,3,2,0,1,2,17,0,0,1,0,0,1,0,1,0,0
1,18,1,1,1,3,1,0,0,1,17,0,0,1,0,0,1,0,1,0,0
1,19,1,1,2,3,2,0,1,2,17,0,0,1,0,0,0,1,1,0,0
0,21,1,1,2,3,2,0,0,1,17,0,1,0,0,0,0,1,1,0,0
0,22,0,0,3,2,2,0,1,0,17,0,1,0,0,0,0,1,1,0,0
0,23,0,0,2,2,2,0,0,0,17,0,1,0,0,0,0,1,1,0,0
0,19,0,0,3,3,2,1,1,0,17,0,1,0,0,0,1,0,1,0,0
0,20,0,1,2,1,1,0,0,0,17,0,1,0,0,0,1,0,1,0,0
0,20,0,1,2,1,1,0,0,0,17,0,1,0,0,0,1,0,1,0,0
0,20,1,0,2,3,1,0,1,0,16,0,1,0,0,0,0,1,1,0,0
1,20,1,1,3,3,2,0,1,0,18,0,0,1,0,0,1,0,0,0,1
0,21,1,1,3,3,1,0,0,0,18,0,1,0,0,0,0,1,1,0,0
0,18,0,1,2,1,1,0,0,1,15,0,0,1,0,0,1,0,1,0,0
0,19,0,0,2,3,1,0,2,1,17,0,0,1,0,0,1,0,1,0,0
0,22,1,1,2,3,1,0,2,0,17,0,1,0,0,0,0,1,1,0,0
0,18,0,1,1,3,1,0,0,1,17,0,1,0,0,0,1,0,1,0,0
0,34,1,1,2,3,1,0,0,0,17,0,1,0,0,0,0,1,1,0,0
1,16,0,1,2,1,2,0,0,0,17,0,0,1,0,0,1,0,1,0,0
1,18,0,1,2,3,1,0,1,1,16,0,0,1,0,0,1,0,1,0,0
1,17,1,1,2,3,2,0,2,0,17,0,0,1,0,0,0,1,0,0,1
0,16,0,1,2,3,2,0,2,1,12,0,0,1,0,0,1,0,1,0,0
1,17,1,1,2,4,2,0,2,1,17,0,0,1,0,0,0,1,0,0,1
0,22,1,1,2,3,2,0,2,0,18,0,1,0,0,0,0,1,1,0,0
0,17,0,1,2,4,1,0,2,1,15,0,0,1,0,0,1,0,1,0,0
0,19,0,1,1,4,1,0,1,0,17,0,1,0,0,0,1,0,1,0,0
0,19,0,0,2,2,1,1,1,0,17,0,1,0,0,0,1,0,1,0,0
1,17,1,1,2,3,2,0,2,0,16,0,0,1,0,0,0,1,0,0,1
0,23,1,1,2,3,2,0,0,2,17,0,1,0,0,0,0,1,1,0,0
0,18,0,1,2,3,2,0,0,1,17,0,0,1,0,0,1,0,1,0,0
0,19,0,1,1,2,2,0,2,1,16,0,0,1,0,0,1,0,1,0,0
1,18,1,1,3,4,2,0,2,0,17,0,0,1,0,0,0,1,0,0,1
1,17,1,1,2,4,2,0,2,0,17,0,0,1,0,0,0,1,0,0,1
1,18,1,1,2,3,2,0,0,1,17,0,0,1,0,0,1,0,1,0,0
0,20,0,0,3,2,1,1,0,0,17,0,1,0,0,0,1,0,1,0,0
0,19,0,1,3,1,1,0,0,0,17,0,1,0,0,0,1,0,1,0,0
1,18,1,1,1,3,1,0,0,1,17,0,0,1,0,0,1,0,1,0,0
1,19,1,1,2,3,2,0,1,1,17,0,0,1,0,0,0,1,1,0,0
1,17,1,1,2,4,2,0,2,1,17,0,0,1,0,0,0,1,0,0,1
0,21,1,1,2,3,2,0,2,0,18,0,1,0,0,0,0,1,1,0,0
0,22,1,1,2,3,2,0,2,1,17,0,1,0,0,0,0,1,1,0,0
0,20,1,1,2,3,2,0,2,1,17,0,1,0,0,0,0,1,1,0,0
0,22,1,1,2,3,1,0,0,1,17,0,1,0,0,0,0,1,1,0,0
0,21,0,0,3,1,2,0,1,0,17,0,1,0,0,0,0,1,1,0,0
0,23,0,0,2,2,2,0,1,0,16,0,1,0,0,0,0,1,1,0,0
0,21,0,0,3,1,2,0,1,0,17,0,1,0,0,0,0,1,1,0,0
0,21,0,0,2,1,1,0,0,0,17,0,1,0,0,0,0,1,1,0,0
0,23,0,0,2,1,1,0,0,0,17,0,1,0,0,0,0,1,1,0,0
0,22,0,0,2,2,2,0,1,0,17,0,1,0,0,0,0,1,1,0,0
0,18,0,1,3,3,2,1,1,0,16,0,0,1,0,0,1,0,1,0,0
0,19,0,1,3,1,2,0,0,0,17,0,0,1,0,0,0,1,1,0,0
0,19,0,1,3,1,2,0,1,0,17,0,0,1,0,0,0,1,1,0,0
0,19,0,1,2,1,1,0,0,0,16,0,1,0,0,0,1,0,1,0,0
0,19,0,0,3,2,1,1,0,0,17,0,1,0,0,0,1,0,1,0,0
0,20,0,1,2,1,1,0,0,0,17,0,1,0,0,0,1,0,1,0,0
0,20,0,1,3,1,1,0,0,0,18,0,1,0,0,0,1,0,1,0,0
0,21,1,1,3,3,1,0,0,0,17,0,1,0,0,0,0,1,1,0,0
0,21,1,1,3,3,1,0,0,0,16,0,1,0,0,0,0,1,1,0,0
0,18,0,1,1,3,1,0,1,0,16,0,0,1,0,0,1,0,1,0,0
1,22,1,1,3,3,2,0,1,0,17,0,0,1,0,0,1,0,0,0,1
1,19,1,1,3,3,2,0,1,0,17,0,0,1,0,0,1,0,0,0,1
1,21,1,1,2,3,2,0,1,1,18,0,0,1,0,0,0,1,0,0,1
1,18,1,1,3,3,2,0,0,1,16,0,0,1,0,0,1,0,1,0,0
0,21,1,1,2,3,1,0,1,0,17,0,1,0,0,0,0,1,1,0,0
1,18,1,1,2,3,2,0,0,1,17,0,0,1,0,0,1,0,1,0,0
0,18,0,1,2,1,1,0,0,1,17,0,0,1,0,0,1,0,1,0,0
0,19,0,1,2,1,1,0,0,1,17,0,0,1,0,0,1,0,1,0,0
0,18,0,1,2,1,1,0,0,1,17,0,0,1,0,0,1,0,1,0,0
0,19,0,1,2,3,1,0,2,1,17,0,0,1,0,0,1,0,1,0,0
0,19,0,0,2,3,2,0,1,1,17,0,0,1,0,0,1,0,1,0,0
0,19,0,0,2,3,1,0,1,1,17,0,0,1,0,0,1,0,1,0,0
0,22,1,1,2,3,2,0,1,1,17,0,1,0,0,0,0,1,1,0,0
1,20,1,1,2,3,2,0,2,2,17,0,0,1,0,0,0,1,1,0,0
0,22,1,1,2,3,1,0,0,1,17,0,1,0,0,0,0,1,1,0,0
0,19,0,1,1,3,1,0,2,1,17,0,0,1,0,0,1,0,1,0,0
0,18,0,1,1,3,1,0,2,1,17,0,0,1,0,0,1,0,1,0,0
0,19,0,1,2,3,1,0,2,1,17,0,0,1,0,0,1,0,1,0,0
0,27,1,1,2,3,2,0,1,1,17,0,1,0,0,0,0,1,1,0,0
0,25,1,1,2,3,2,0,1,0,17,0,1,0,0,0,0,1,1,0,0
0,22,1,1,3,3,1,0,0,0,18,0,1,0,0,0,0,1,1,0,0
1,17,0,1,2,2,2,0,0,0,17,0,0,1,0,0,1,0,1,0,0
0,16,0,1,2,3,1,0,1,0,16,0,0,1,0,0,1,0,1,0,0
1,17,0,1,2,2,2,0,0,0,16,0,0,1,0,0,1,0,1,0,0
1,18,0,1,2,3,1,0,1,1,16,0,0,1,0,0,1,0,1,0,0
1,18,1,1,2,3,1,0,1,1,16,0,0,1,0,0,1,0,1,0,0
1,18,1,1,2,3,2,0,0,1,18,0,0,1,0,0,1,0,1,0,0
1,17,1,1,2,3,2,0,2,0,17,0,0,1,0,0,0,1,0,0,1
1,19,1,1,2,3,2,0,2,1,18,0,0,1,0,0,0,1,0,0,1
1,18,1,1,2,3,2,0,2,1,18,0,0,1,0,0,0,1,0,0,1
0,18,0,1,2,2,2,1,1,1,16,0,0,1,0,0,0,1,1,0,0
0,16,0,1,2,3,2,0,2,1,14,0,0,1,0,0,1,0,1,0,0
0,16,0,1,2,3,2,0,2,1,15,0,0,1,0,0,1,0,1,0,0
1,17,1,1,2,3,2,0,2,0,17,0,0,1,0,0,0,1,0,0,1
1,17,1,1,2,3,2,0,2,0,17,0,0,1,0,0,0,1,0,0,1
1,19,1,1,2,4,2,0,2,1,17,0,0,1,0,0,0,1,0,0,1
0,22,1,1,3,3,2,0,1,0,18,0,1,0,0,0,0,1,1,0,0
1,20,1,1,2,3,2,0,2,1,17,0,0,1,0,0,0,1,1,0,0
0,22,1,1,3,3,2,0,2,0,18,0,1,0,0,0,0,1,1,0,0
0,19,0,1,2,3,1,0,1,1,16,0,0,1,0,0,1,0,1,0,0
0,16,0,1,2,3,1,0,1,0,16,0,0,1,0,0,1,0,1,0,0
0,19,0,1,1,3,1,0,2,1,16,0,0,1,0,0,1,0,1,0,0
0,18,0,1,1,3,1,0,0,1,17,0,0,1,0,0,1,0,1,0,0
0,19,0,1,1,3,1,0,2,1,17,0,0,1,0,0,1,0,1,0,0
0,18,0,1,1,3,1,0,2,1,16,0,1,0,0,0,1,0,1,0,0
0,19,0,0,2,3,1,1,1,0,16,0,1,0,0,0,1,0,1,0,0
0,20,0,1,2,1,1,0,0,0,18,0,1,0,0,0,1,0,1,0,0
0,19,0,1,2,1,1,0,0,0,18,0,1,0,0,0,1,0,1,0,0
1,17,1,1,2,3,2,0,2,1,17,0,0,1,0,0,0,1,0,0,1
1,17,1,1,2,3,2,0,2,0,17,0,0,1,0,0,0,1,0,0,1
1,17,1,1,2,3,2,0,2,0,17,0,0,1,0,0,0,1,0,0,1
0,21,1,1,2,3,1,0,0,0,16,0,1,0,0,0,0,1,1,0,0
0,21,1,1,2,3,2,0,0,1,17,0,1,0,0,0,0,1,1,0,0
0,22,1,1,2,3,1,0,2,1,17,0,1,0,0,0,0,1,1,0,0
0,17,0,1,1,3,1,0,0,1,17,0,0,1,0,0,1,0,1,0,0
0,18,0,1,1,3,1,0,0,1,16,0,0,1,0,0,1,0,1,0,0
0,18,0,1,1,3,1,0,0,1,17,0,0,1,0,0,1,0,1,0,0
0,18,0,1,1,1,1,0,0,1,16,0,0,1,0,0,1,0,1,0,0
0,19,0,1,1,3,1,0,2,1,16,0,0,1,0,0,1,0,1,0,0
0,20,0,1,2,2,1,0,0,0,17,0,1,0,0,0,1,0,1,0,0
1,19,1,1,2,4,2,0,2,1,17,0,0,1,0,0,0,1,0,0,1
1,17,1,1,3,3,2,0,2,0,17,0,0,1,0,0,0,1,0,0,1
1,18,1,1,2,3,2,0,2,1,17,0,0,1,0,0,0,1,0,0,1
1,17,1,1,2,4,2,0,2,0,17,0,0,1,0,0,0,1,0,0,1
1,17,1,1,2,3,2,0,2,0,17,0,0,1,0,0,0,1,0,0,1
1,17,1,1,2,4,2,0,2,0,18,0,0,1,0,0,0,1,0,0,1
1,18,1,1,1,3,1,0,0,1,17,0,0,1,0,0,1,0,1,0,0
1,18,1,1,1,3,1,0,0,1,17,0,0,1,0,0,1,0,1,0,0
1,18,1,1,1,3,1,0,0,1,16,0,0,1,0,0,1,0,1,0,0
0,19,0,0,2,3,1,1,1,0,17,0,1,0,0,0,1,0,1,0,0
0,19,0,0,3,2,1,1,0,0,17,0,1,0,0,0,1,0,1,0,0
0,19,0,0,3,3,2,1,1,0,17,0,1,0,0,0,1,0,1,0,0
0,19,0,1,3,1,1,0,0,0,17,0,1,0,0,0,1,0,1,0,0
0,19,0,1,2,1,1,0,0,0,17,0,1,0,0,0,1,0,1,0,0
0,19,0,1,3,1,1,0,0,0,18,0,1,0,0,0,1,0,1,0,0
1,18,1,1,1,3,1,0,0,1,17,0,0,1,0,0,1,0,1,0,0
1,18,1,1,2,3,2,0,1,2,18,0,0,1,0,0,1,0,1,0,0
1,18,1,1,1,3,1,0,0,1,16,0,0,1,0,0,1,0,1,0,0
1,26,0,1,2,1,2,0,2,0,26,0,0,1,0,0,0,1,0,0,1
1,21,0,1,2,1,2,0,0,0,26,0,0,0,1,0,1,0,1,0,0
1,25,0,1,1,3,2,0,0,1,26,0,0,1,0,0,0,1,0,0,1
1,21,1,1,2,3,1,0,0,0,26,0,0,1,0,0,1,0,1,0,0
1,21,0,1,1,3,2,0,0,0,26,0,0,0,1,0,1,0,1,0,0
1,19,1,1,2,3,1,0,0,0,25,0,0,1,0,0,1,0,1,0,0
0,41,0,1,2,3,2,0,3,0,27,0,0,1,0,0,1,0,0,0,1
1,21,1,1,2,3,1,0,1,1,25,0,0,1,0,0,1,0,1,0,0
1,21,1,1,2,3,1,0,0,0,26,0,0,1,0,0,1,0,1,0,0
0,18,1,1,2,1,2,0,2,0,26,0,0,1,0,1,0,0,1,0,0
1,23,1,1,2,3,2,0,0,1,26,0,0,1,0,0,1,0,1,0,0
0,33,1,0,3,1,1,0,0,0,27,0,0,1,0,0,1,0,0,0,1
0,21,1,1,1,3,2,0,0,1,26,0,0,1,0,0,1,0,1,0,0
1,21,0,1,2,1,3,0,1,0,26,0,0,0,1,0,1,0,1,0,0
0,35,0,1,2,2,1,0,0,0,26,0,0,1,0,0,1,0,0,0,1
0,36,1,1,2,3,2,0,0,0,25,0,0,1,0,0,1,0,0,0,1
0,21,1,1,2,1,2,0,2,0,26,0,0,1,0,0,1,0,1,0,0
1,22,0,1,2,1,2,0,0,0,26,0,0,0,1,0,1,0,1,0,0
0,30,1,1,2,3,1,0,0,0,25,0,0,1,0,0,1,0,0,0,1
1,21,1,1,3,1,2,0,2,0,25,0,0,1,0,0,1,0,0,0,1
1,19,1,1,2,3,2,0,2,0,25,0,0,1,0,0,1,0,1,0,0
1,19,1,1,3,3,2,0,1,0,25,0,0,1,0,0,1,0,1,0,0
1,21,1,1,2,3,2,0,2,0,25,0,0,1,0,0,1,0,1,0,0
1,21,1,1,2,3,3,0,1,0,26,0,0,0,1,0,1,0,1,0,0
0,22,1,1,2,3,2,0,0,2,25,0,1,0,0,0,1,0,1,0,0
1,20,1,1,2,3,3,0,2,0,26,0,0,1,0,0,1,0,1,0,0
0,21,1,1,2,3,2,0,1,0,25,0,0,1,0,0,1,0,1,0,0
0,21,1,1,2,1,1,0,1,0,25,0,0,1,0,0,1,0,1,0,0
1,18,1,1,1,3,2,0,2,0,25,0,0,1,0,0,0,1,1,0,0
1,21,1,1,2,3,1,0,1,0,25,0,0,1,0,0,1,0,1,0,0
0,29,1,1,2,3,1,0,1,0,25,0,0,1,0,0,1,0,0,0,1
1,26,1,1,1,3,2,0,0,0,26,0,0,1,0,0,1,0,1,0,0
1,22,1,1,2,3,3,0,1,1,25,0,0,1,0,0,1,0,1,0,0
1,19,1,1,2,3,2,0,1,0,26,0,0,1,0,0,1,0,1,0,0
0,24,0,1,2,3,1,0,0,0,25,0,0,1,0,0,1,0,1,0,0
0,32,1,1,2,3,1,0,0,1,24,0,0,1,0,0,1,0,0,0,1
1,23,1,1,3,3,1,0,0,1,25,0,0,1,0,0,1,0,1,0,0
0,16,0,1,1,1,2,1,0,1,22,0,0,1,0,0,1,0,1,0,0
0,16,1,1,2,1,2,1,0,1,25,0,0,1,0,0,1,0,1,0,0
0,23,0,1,2,2,2,0,1,1,24,0,0,1,0,0,1,0,1,0,0
0,35,1,0,3,2,1,0,0,0,26,0,0,1,0,0,1,0,0,0,1
1,23,1,1,2,2,1,0,0,1,25,0,0,1,0,0,1,0,0,0,1
0,37,1,1,2,3,2,0,2,0,24,0,0,1,0,0,1,0,0,0,1
1,19,0,1,2,1,2,0,1,1,26,0,0,1,0,0,1,0,1,0,0
0,16,1,1,1,1,2,1,0,1,25,0,0,1,0,0,0,1,1,0,0
0,18,1,1,2,1,2,0,0,0,26,0,0,1,0,0,0,1,1,0,0
0,18,0,1,2,2,1,1,0,0,25,0,0,1,0,0,1,0,1,0,0
0,17,1,1,3,2,2,1,0,1,25,0,0,1,0,0,1,0,1,0,0
1,29,0,1,3,3,1,0,2,0,26,0,0,1,0,0,0,1,0,0,1
0,31,1,1,2,3,1,0,0,1,26,0,0,1,0,0,1,0,0,0,1
1,18,1,1,2,2,2,0,0,0,26,0,0,1,0,0,0,1,1,0,0
1,19,1,1,2,4,2,0,2,0,25,0,0,1,0,0,1,0,1,0,0
0,19,1,1,2,1,3,0,1,1,25,0,0,1,0,1,0,0,1,0,0
0,18,1,1,2,1,1,0,0,1,25,0,0,1,0,0,0,1,1,0,0
0,18,1,1,2,3,2,0,1,1,25,0,0,1,0,1,0,0,1,0,0
0,19,0,1,2,3,1,1,0,0,28,0,0,1,0,0,1,0,1,0,0
1,28,0,1,3,3,1,0,2,0,26,0,0,1,0,0,0,1,0,0,1
1,26,0,1,2,2,2,0,2,0,26,0,0,1,0,0,0,1,0,0,1
1,21,0,1,2,1,2,0,0,0,26,0,0,0,1,0,1,0,1,0,0
1,22,0,1,2,1,2,0,0,0,26,0,0,0,1,0,1,0,1,0,0
1,26,0,1,1,3,2,0,0,1,25,0,0,1,0,0,0,1,0,0,1
1,21,1,1,2,3,1,0,0,0,26,0,0,1,0,0,1,0,1,0,0
0,21,1,1,1,3,2,0,0,0,26,0,0,0,1,0,1,0,1,0,0
0,21,1,1,1,3,2,0,0,1,26,0,0,0,1,0,1,0,1,0,0
1,19,1,1,2,3,2,0,0,0,26,0,0,1,0,0,1,0,1,0,0
1,19,1,1,2,3,2,0,0,0,26,0,0,1,0,0,1,0,1,0,0
0,42,1,1,3,2,2,0,0,0,24,0,0,1,0,0,1,0,0,0,1
1,22,1,1,2,2,1,0,0,1,25,0,0,1,0,0,1,0,1,0,0
1,21,1,1,2,3,1,0,0,0,25,0,0,1,0,0,1,0,1,0,0
1,23,1,1,2,3,2,0,0,1,26,0,0,1,0,0,1,0,1,0,0
1,22,1,1,2,3,2,0,0,2,25,0,0,1,0,0,1,0,1,0,0
1,18,1,1,2,2,2,0,1,0,26,0,0,1,0,1,0,0,1,0,0
1,23,1,1,2,3,1,0,0,0,25,0,0,1,0,0,1,0,1,0,0
0,32,1,1,2,1,1,0,0,0,26,0,0,1,0,0,1,0,0,0,1
0,32,1,1,2,1,1,0,0,0,26,0,0,1,0,0,1,0,0,0,1
0,21,1,1,1,3,2,0,1,1,26,0,0,1,0,0,1,0,1,0,0
0,21,1,1,1,3,2,0,1,1,26,0,0,1,0,0,1,0,1,0,0
0,37,1,1,2,1,2,0,0,0,27,0,0,1,0,0,1,0,0,0,1
0,40,1,1,2,3,2,0,0,0,25,0,0,1,0,0,1,0,0,0,1
0,38,1,1,2,3,2,0,2,0,26,0,0,1,0,0,1,0,0,0,1
0,21,1,1,2,1,2,0,2,0,26,0,0,1,0,0,1,0,1,0,0
0,21,1,1,2,1,2,0,2,0,25,0,0,1,0,0,1,0,1,0,0
0,29,1,1,2,3,1,0,1,0,25,0,0,1,0,0,1,0,0,0,1
0,31,1,1,2,3,1,0,0,0,25,0,0,1,0,0,1,0,0,0,1
1,22,1,1,3,1,2,0,2,0,25,0,0,1,0,0,1,0,1,0,0
1,26,1,1,2,1,2,0,2,0,26,0,0,1,0,0,1,0,1,0,0
1,19,1,1,3,3,2,0,1,0,25,0,0,1,0,0,1,0,1,0,0
1,19,1,1,2,3,2,0,2,0,26,0,0,1,0,0,1,0,1,0,0
1,19,1,1,2,3,2,0,1,1,26,0,0,1,0,0,1,0,1,0,0
1,19,1,1,2,3,2,0,2,0,25,0,0,1,0,0,1,0,1,0,0
1,21,1,1,2,3,2,0,1,0,25,0,0,1,0,0,1,0,1,0,0
0,21,1,1,1,3,2,0,0,0,26,0,0,0,1,0,1,0,1,0,0
0,21,1,1,1,3,2,0,0,0,26,0,0,0,1,0,1,0,1,0,0
0,21,1,1,2,2,1,0,0,1,25,0,0,1,0,0,1,0,1,0,0
0,21,1,1,2,2,1,0,1,0,25,0,0,1,0,0,1,0,1,0,0
1,19,1,1,2,4,2,0,2,0,25,0,0,1,0,0,1,0,1,0,0
1,21,1,1,2,3,2,0,1,0,25,0,0,1,0,0,1,0,1,0,0
1,21,1,1,2,3,2,0,1,0,25,0,0,1,0,0,1,0,1,0,0
0,21,1,1,3,1,2,0,2,0,25,0,0,1,0,0,1,0,1,0,0
0,21,1,1,3,1,2,0,2,0,25,0,0,1,0,0,1,0,1,0,0
0,19,1,1,1,1,2,0,3,0,25,0,0,1,0,0,0,1,1,0,0
1,21,1,1,2,3,1,0,1,0,25,0,0,1,0,0,1,0,1,0,0
1,21,1,1,2,3,1,0,1,0,26,0,0,1,0,0,1,0,1,0,0
0,27,1,1,2,3,2,0,1,0,25,0,0,1,0,0,1,0,0,0,1
1,28,1,1,1,3,2,0,0,0,26,0,0,1,0,0,1,0,1,0,0
1,26,1,1,1,3,2,0,1,0,26,0,0,1,0,0,1,0,1,0,0
1,23,1,1,2,3,2,0,0,2,26,0,0,1,0,0,1,0,1,0,0
1,20,1,1,2,3,3,0,2,0,25,0,0,1,0,0,1,0,1,0,0
0,21,0,1,2,3,1,0,0,0,26,0,0,1,0,0,1,0,1,0,0
0,30,1,1,2,3,1,0,0,0,26,0,0,1,0,0,1,0,0,0,1
0,30,1,1,2,3,1,0,0,0,25,0,0,1,0,0,1,0,0,0,1
1,23,1,1,2,3,1,0,0,0,25,0,0,1,0,0,1,0,1,0,0
0,18,0,1,2,3,1,1,0,1,26,0,0,1,0,0,1,0,1,0,0
0,18,0,1,2,3,1,1,0,0,24,0,0,1,0,0,1,0,1,0,0
0,16,1,1,2,1,2,1,0,1,25,0,0,1,0,0,0,1,1,0,0
0,21,0,1,2,1,1,0,1,0,26,0,0,1,0,0,1,0,1,0,0
0,27,0,1,2,1,1,0,0,0,26,0,0,1,0,0,1,0,1,0,0
0,35,1,0,3,2,1,0,0,0,27,0,0,1,0,0,1,0,0,0,1
1,23,1,1,2,2,1,0,1,1,25,0,0,1,0,0,1,0,0,0,1
1,23,1,1,2,1,1,0,1,1,25,0,0,1,0,0,1,0,0,0,1
0,40,1,1,2,3,2,0,1,0,25,0,0,1,0,0,1,0,0,0,1
0,16,1,1,2,1,2,0,0,1,25,0,0,1,0,0,0,1,1,0,0
0,16,1,1,1,1,1,1,0,0,24,0,0,1,0,0,0,1,1,0,0
0,16,1,1,1,1,2,1,0,0,25,0,0,1,0,0,0,1,1,0,0
0,18,1,1,2,1,1,0,0,1,25,0,0,1,0,0,0,1,1,0,0
0,18,1,1,2,2,2,0,0,0,26,0,0,1,0,0,0,1,1,0,0
0,19,0,1,2,3,1,1,0,0,26,0,0,1,0,0,1,0,1,0,0
0,18,0,1,2,2,1,1,0,1,26,0,0,1,0,0,1,0,1,0,0
0,17,1,1,3,2,2,1,0,0,25,0,0,1,0,0,1,0,1,0,0
1,33,0,1,2,2,1,0,2,0,25,0,0,1,0,0,0,1,0,0,1
0,33,1,1,2,2,1,0,0,0,25,0,0,1,0,0,1,0,0,0,1
0,18,1,1,2,1,2,0,2,0,25,0,0,1,0,0,0,1,1,0,0
0,18,1,1,2,1,2,0,2,0,25,0,0,1,0,0,0,1,1,0,0
1,19,1,1,2,3,2,0,1,0,26,0,0,1,0,0,1,0,1,0,0
1,19,1,1,2,3,2,0,2,0,26,0,0,1,0,0,1,0,1,0,0
0,20,1,1,2,3,2,0,0,2,25,0,0,1,0,1,0,0,1,0,0
0,18,1,1,2,2,2,0,1,1,25,0,0,1,0,1,0,0,1,0,0
0,18,1,1,2,1,2,0,0,1,26,0,0,1,0,0,0,1,1,0,0
0,20,1,1,2,3,1,0,1,0,25,0,0,1,0,0,1,0,1,0,0
0,17,0,1,1,2,1,1,0,1,24,0,0,1,0,0,1,0,1,0,0
1,25,0,1,2,1,1,0,1,0,26,0,0,1,0,0,0,1,0,0,1
1,26,0,1,2,2,1,0,2,0,26,0,0,1,0,0,0,1,0,0,1
1,21,0,1,2,1,2,0,0,0,26,0,0,0,1,0,1,0,1,0,0
1,21,0,1,2,1,2,0,0,0,26,0,0,0,1,0,1,0,1,0,0
1,26,1,1,2,3,2,0,0,0,26,0,0,1,0,0,1,0,0,0,1
1,21,1,1,2,3,1,0,0,0,26,0,0,1,0,0,1,0,1,0,0
1,21,1,1,2,3,1,0,0,0,26,0,0,1,0,0,1,0,1,0,0
0,21,1,1,1,3,2,0,0,0,26,0,0,0,1,0,1,0,1,0,0
1,19,1,1,2,3,1,0,1,0,25,0,0,1,0,0,1,0,1,0,0
0,38,0,1,2,3,1,0,2,0,28,0,0,1,0,0,1,0,0,0,1
0,39,0,1,2,3,1,0,0,1,26,0,0,1,0,0,1,0,0,0,1
1,20,1,1,2,3,1,0,1,0,26,0,0,1,0,0,1,0,1,0,0
1,20,1,1,2,3,2,0,1,0,24,0,0,1,0,0,1,0,1,0,0
1,21,1,1,2,3,1,0,0,0,25,0,0,1,0,0,1,0,1,0,0
0,18,1,1,2,1,2,0,2,0,26,0,0,1,0,0,0,1,1,0,0
